"autriche                ";"lci-monde-2005-09-06.html                         ";"grostitre               ";"0,,3242113-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-08.html                         ";"grostitre               ";"0,,3224281-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-09.html                         ";"grostitre               ";"0,,3224608-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-09.html                         ";"rappel                  ";"0,,3224320-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-09.html                         ";"rappel                  ";"0,,3224070-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-09.html                         ";"rappel                  ";"0,,3224281-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-10.html                         ";"rappel                  ";"0,,3224608-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-10.html                         ";"rappel                  ";"0,,3224320-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-10.html                         ";"rappel                  ";"0,,3224070-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-10.html                         ";"rappel                  ";"0,,3224281-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-12.html                         ";"grostitre               ";"0,,3225056-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-12.html                         ";"rappel                  ";"0,,3224608-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-13.html                         ";"rappel                  ";"0,,3225056-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-14.html                         ";"grostitre               ";"0,,3225627-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-15.html                         ";"grostitre               ";"0,,3225859-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-15.html                         ";"rappel                  ";"0,,3225621-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-15.html                         ";"rappel                  ";"0,,3225627-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-16.html                         ";"grostitre               ";"0,,3226052-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-16.html                         ";"grostitre               ";"0,,3225859-vu5wx0leiduy,00.html                                            "
"ue                      ";"lci-monde-2005-06-16.html                         ";"rappel                  ";"0,,3225627-vu5wx0leiduy,00.html                                            "
